序号,用户地址,交易,ETH数量,LRC数量,价格,渠道
834,0xaee1966b77481a3a2397f722db39d0a3220fa77e,0x41e79c9bf0e54e72279f66e61e535f7fb785140933998adc7325595edb1ea60d,4.95,29700.0,6000.0,
835,0xeab3923a3a7e805e3b998fde5faa3dca5db2ec30,0xfd48b04484ebb4e93e3fa2ae21a3e427bed98f1870b48db7cea5e752f3fc2b01,1.28,7680.0,6000.0,
836,0xa91c173412015bb9742f8c84196558765231cbe8,0xebd1a4aa6b586fa686e4a7307f4ccd7e31c91f46b72e2505820a884180d6aaaa,15.00,90000.0,6000.0,
837,0xf0d10ce8663649fcb943ae8354b22c1073864ed7,0x342249445a0fef8b42b706462cd7f938972f32e683b04dd853575fefc407d6ab,3.00,18000.0,6000.0,
838,0x83ceeecf10774f82cc05b44f241fbb4b420cb76b,0x093b4f2b1b5a6c60711357066a6488ab2353c5dbeb1eb5e4ceeb133ac8228724,0.98,5901.6,6000.0,
839,0xa8a098747967b3ffb03c8c5183b0cbf6fadc48db,0xaa531960364261f2fd8aac75b2e0659acc5a2105610dee99dd53aab5ea225721,20.00,120000.0,6000.0,
840,0x6e162fc3c2a9dfddecbc31614c623b94d6f4c971,0x2be85cb403065591f55c1261696a522779ca47cfcd19371411cc33a663a21679,21.10,126600.0,6000.0,
841,0x5c020bef13c428e3eb5e2f46101b5173c329ba4d,0x680a6ecd87aa021bd0919aaa7532ca8b183f2c004267ea2164f18327b8b1c96c,10.00,60000.0,6000.0,
842,0xd6fceeea795f08b7e985b8da33d1e067bbe3f694,0x052a3713f617be8537a006fc2af4f4796e96e8895b0e34d52239eac193147d14,0.80,4800.0,6000.0,
843,0xd94403c46d6a2b5a4be7b9f46042ac33d1a6dd39,0x9cd6c5ac388ffe42b9b519416895ea52e1db257055a488ddeb07bf2e87b19f73,5.00,30000.0,6000.0,
844,0xcd2f948651e12f28dd31d88b2cebfcc24f7a2271,0xacdfbf64efca28809154cf27d140c36fad30e96cc50f93c84d5167aa119da431,20.00,120000.0,6000.0,
845,0x5670303736503aafc6a30f6a0129df6a9943ecd2,0xd5c6d455352312b0e72d3c5e7fd2b0562b594e01d7569d26a1caf9834cbb646a,16.80,100800.0,6000.0,
846,0xf672d02407e302021be627ed9f2111831fcff25c,0x38b4ccb1665daab68b11aa88994da9dbc58bb9ba972665963d300856f2e6b1e4,3.24,19440.0,6000.0,
847,0x475d2b71019319a2876444bd7b62254ce4cf4537,0x71a13865769498a56aa1a64846a6e79b4d8c54171e643b1a775b0fd89960fc18,3.75,22500.0,6000.0,
848,0xc450821f1fd96a941eefad463c92efa69122dd46,0x919b078ec7d785639eeb804343bf2b91a3fae22e50a663b4fa07078efe30891a,20.40,122400.0,6000.0,
849,0x9fadbe6bf7ecc3db4a42adc053f839b520cf2d65,0x4be8052662cbfe9f3cb8094be53643d1c8d8ae7c7edc1641640c0877c190861a,3.00,17999.4,6000.0,
850,0xd863a639c6366b044c7f6ebac07fcbb411f51039,0xdd7642ffcf11f1d63b0d943d2df72ef1066072bc1fc971f574b532ad259de151,29.42,176534.4,6000.0,
851,0xb66ebf2881114a99aadb77278d75ab5875aa6940,0x67f010358bcd126e268afd465aba181602fe1936c78ea033684fa3baf714e581,1.00,6000.0,6000.0,
852,0xcf2040285039407313d9139816e047a4a99dd57b,0x143d8541e4f5d285bcf51a82bf61868a649a7d2566f97952f81276356557fb1d,13.50,81000.0,6000.0,
853,0x531669bb3484f679d4025d0a206f97a45fc6959c,0x31a15d294443497be49d7770b28b7c79a6a2329589fcee9547e4dd398cda5411,50.00,300000.0,6000.0,
854,0x5bb9a8ee3fe9796631894deb955223cddecfce48,0xf175ed5b1f7dd109cf0eb36bcd0f47cd996f473c0cef9f743914c7f3c7b4c0d0,1.99,11940.0,6000.0,
855,0x00d4990b0a02f0255010842d1a4f15b0837f777e,0x1192d591cb5a87835317b24266b0e369ab3422c72e82fa3e146375aafd7e0eae,1.98,11880.0,6000.0,
856,0x45fb8fd100a06e3701d41d79cd5907c65e3a8f91,0x94f38e24744f2edb0697ee8f20bdc184c912622b4293a1fb3995565c96797acf,10.00,60000.0,6000.0,
857,0x8d9c558de99679a82476edeccdf56a0f57231dd7,0x3f513e186687e77891be2364182d7cf1c1381b4e41dda4c6e77335b104be85ee,9.60,57600.0,6000.0,
858,0x2193b5a405c2981960487bc1f7d527a697291697,0x1c67ecbf994b4887be08f9083e2fd4d659adfa2088424bd436b2770ee9f9443d,5.10,30600.0,6000.0,
859,0xd2eaeacf39c4f738feddc7ccde1c1de702aa7a8a,0x404ca7aff2a9420b9805f9db5b7b1e58b8895593cad89ae5747b4079df5be013,1.00,6000.0,6000.0,
860,0xd787c6671cfee77f34d2049a149cdfe883ad13ad,0x9c86ae78c0ba78f0ae05ae0e63bbd86697fb817ff10f63b97008431011712a08,1.00,6000.0,6000.0,
861,0xce09f672b546929f16f932d5ef2d130882bcf3f3,0x3e1177332d109d0dfc4124b2201f3a512177a325dacfb42952b777fccd3e8e35,4.98,29880.0,6000.0,
862,0x78c2a27d29191ecc11c9508d1d53bb2475f37a80,0x2c8bf515574b4ca789c8b066496af4f2d541c2ad944170d6a9eaa431b236cede,4.99,29940.0,6000.0,
863,0x13654b27521e726d4c97ba82fab891818b7dc2ea,0xe5937b97c0845e9607af8edc2d5859047dee31d85922b6d11f492cb50b44f69d,0.36,2160.0,6000.0,
864,0x834fac32e3b53557c20b39632563231e52c3d3f3,0x1d1237a6d69dec32bcaca3f56fd3dba89e91ebe77a4ba951afd85dbb60fe3618,10.00,60000.0,6000.0,
865,0x721d6decba0fa5fbb9830704fb4d7ed1fba6e29e,0x6e6028e282c287ca34b8b7fb083d10dfc21535685fbb66ea858fc1418d977f21,2.60,15600.0,6000.0,
866,0x6e1460c450293256694ab411ba5386ca4c7d77e6,0xbcd63c6c26d2490c6db22074d8f3d009978f5b86a3107f0a1be23aae413677bb,10.10,60600.0,6000.0,
867,0x575ce3e1a7b6674069da43e3f1ba2260d807ef36,0x3468fe16b24faa7c01adaf97dd4e7251d02a3d527963bc3c292cfee7ca2923f0,0.31,1860.0,6000.0,
868,0xfd567865ead034233f66582bcb6c47cfdf6f8e92,0x89cf5befb64a1b4ce9a445f4c22a19f9195700f309855ffd6b6eb2ba4447c894,0.02,120.0,6000.0,
869,0x5a1f1f5cf4f816090ef86f315d5722c93ae5e1fb,0x114aef2357ecd0c98649ec9c77a332de4354b960e4118b8d2c07a1653f8deb63,2.00,12000.0,6000.0,
870,0xd7be55f723ae39acb2a726667021913b2144b8be,0x8576eec6eedc8f30cf47575a159e4012bd31fc04f53cf8064730c4f89e5516c3,2.00,12000.0,6000.0,
871,0x95f57d93effcfa494eb8d6f85d3f475107e0ce48,0xd65229e9b18e697c3f029429f5057f9f22d7f71d36c55e90f1771a8bb3814635,2.85,17100.0,6000.0,
872,0x53a9c4472815aaa3b416e68988ca71f901989dcf,0xcd80c4bc9c45896e340fe8e4b2ec6a313e7387fb7aa4e411af427f0817585e13,29.00,174000.0,6000.0,
873,0x8dd9e0b8053e62050befc2e61052ea0f55163446,0x8edbe307b886a717d8ea8111279a7362c5c34557f279777fdda6d15020d12c96,0.20,1200.0,6000.0,
874,0xf3fce06e32b688b489226e8c0313c46d93e9c6f3,0xf84a7b4b04d4af6eacadef830621474178a65f3b448681675c05a987ea20f272,0.60,3600.0,6000.0,
875,0x80558e8e9ae0a612664acc3a6e4abb4f789f1d88,0xd0b5f506f200fa5a29ca2c7eaadd3dd5b2f3a7b739124b13cc19b925c8aa925a,0.50,3000.0,6000.0,
876,0x008ed6a2ecefe0fbaf827e8050633ba29204d5e5,0x021233973fce2b0acf689e090fbd3298785ceb2bf36d8d4aec525fc15155f869,12.00,71976.1,6000.0,
877,0xcba89a7a33b399d7c9247ce124ae7af57a4bf48c,0x4802ccff8af54f0ba9f50b72af2e93f2811601b0a34719ac060b08f5ed38c51b,2.10,12600.0,6000.0,
878,0x51f9f7a2e29abd51692a5675ec728ae56fd49ddb,0x67d4ab1612c6fe54c364acaa62f4c257719b2c3e0527a25e1c748c89bc9903c5,3.00,18000.0,6000.0,
879,0x77fef6c05a7d914122b78d2d93edad98096502d4,0x156a1c48e0ba652e37eff6e3afde7201058cf6c430b1670ff5c927abbfb3af8a,5.00,30000.0,6000.0,
880,0xe0ae5e8d7dc63438a09d01f12483e9d577b38a0c,0x473cb75dccae3a1822a3fecaefe52bdcc04d51942c5ad7e3faf687cfbfa35b7a,3.00,18000.0,6000.0,
881,0x758139e8d5c214e7d196876e8327e2a45829122f,0xb2cbd070c2490250fdc2975c14007bc60224143978a47fc2e6c2424019ae1326,5.10,30600.0,6000.0,
882,0x68f0becdd1958592e320ce7b372718c37cd23399,0x09a3ecfdf6b6bab20c4ac89b27237f02a002502b9d016495e5765c29f702b203,2.00,12000.0,6000.0,
883,0x6f0329ae93b7f91558675e9b6c9e2af61f030b9e,0x31effda3616d3a81e3068b260571869bef92b37a2dc848aa4a385110c5dde2c3,1.50,9000.0,6000.0,
884,0x157b6772a41f83ab609546521695a53600b179ca,0x35df26ca4e1b1ef3f68b325d37d3b10802849391fd3b84af5b716b81bece05b9,5.00,30000.0,6000.0,
885,0xfa1dad7f5c9ab54ff37e2d9344e58f2a1c2f48c6,0x3cb2bfd32b328964d318b7147208acfa547e3c10503f84356fc086bf6effc0f0,1.39,8361.6,6000.0,
886,0x6a49478e40cad6dc038d47e0911ef0e0e5588d5d,0x818bb9798c360475cf5245bbed32437410c99c7ae4331cc2b07fb5f60120bc89,1.00,6000.0,6000.0,
887,0xec572ca3302934f74351041c14a3f4d1d05942e4,0x9af880f3d4bba70d5bec62d2b6658bcc6ce7025dddcc3df1bd4e24aa448b743a,1.00,6000.0,6000.0,
888,0x26fd33bb6e7c8f4d0a10c355438ff902c7aa261a,0xb459c2ee4cac11e9a5fc423dc7b14cd0aafe2927e6eaa60ecce243c4dbccaaa4,0.50,3000.0,6000.0,
889,0x1267c1c3626707f9cd91dcf81764311df1535fff,0xbd701cbca6f24377844d3c20bb47fd265fd92cc8c7fab2cde903b86f15cae0f2,3.40,20400.0,6000.0,
890,0x80bdb02c7bff77f034a5fbcfc2c2c383c3e541f1,0xc384ab19248e1adde2d8d97d6a1a80ef6528a5b64c689e3eeffb3efa89cce152,0.20,1200.0,6000.0,
891,0x2e4570b7a645e3e9c09af5d289bec7441bf4c0af,0xd1467075163ea0482c8d53f578b71a663ec13d0becba64fc41dd543adde37b33,2.00,12000.0,6000.0,
892,0xfd9d422f0202338b293f3927cec7964be47b3836,0xe51f9f559658d967d7ec6c5374b92b253060b832ed72a594b5e8b0a81fbbea23,1.00,6000.0,6000.0,
893,0xa32f57dfaa8b6ea6189ee15cad03459274d0943d,0xece45c671b9d9ed38032f77e87086d28aa496376bb14c23886dd6916a40a9aef,1.99,11940.0,6000.0,
894,0x3c0ab5d57dda0e37ab9c344c3ee1fcb02cf7a556,0xf49060bf0ea14fddeaff285305f394379b6dea621f6175c38e901af9c06804a3,0.50,3000.0,6000.0,
895,0xbf85870b162b2a25a17d68e66eac31a82f459b36,0x06f5534b4efef3048d3c18ee7ababcc5f0b1c85a832e77aa84de3ba4652354bc,2.00,12000.0,6000.0,
896,0x8876ec903958a967537ddb02c3a2f736ce3e5efb,0x6107e356f5f5d179c29cc3a572fcd43bbd76c458b877485e61b53172d67bd69a,19.55,117300.0,6000.0,
897,0x40095bd940a96c8b42abc9602a265071d0ef82c6,0x2b17be108ee5ea728ae1cc010059cbd5d0b88f5f17ebf73f04624af472e37b04,0.20,1200.0,6000.0,
898,0x814a8ba6aa9e3178d696eb57de4e90cf28be0386,0x7e194605cc4fb8b3500b128f86b5d35c41ef7db32c3e3cd11192d043c1a054be,0.50,3000.0,6000.0,
899,0x5e26a41dd12bcdf4d48db7ac12ef26e8772781ec,0xa4e279aab13f83b200d0b59eb1166dec3f31fe5d8ef83276d45f453f289cefb0,3.60,21600.0,6000.0,
900,0x1022f06b2184b984d8dace198d11bba55ac86fde,0xfce588ab34d8c86535224d7fe05911a1a426324d0cf25e453154a07a12e9d7ea,1.00,6000.0,6000.0,
901,0x726b76ee7c8935dde49f2cbeccd80f5909129178,0xaf48a2df281c4ba5a122940dbea41fc383a777ed029cc31b3ab7ddcbfd99b4f0,0.07,408.0,6000.0,
902,0x8ea3dc1fa3cad499c91a7a580e47454197918ebc,0x017cb160e56e10e8f5e7c650e76139c0a3f2d7a2eb18dbb6828ff6f1b73ee96f,0.87,5220.0,6000.0,
903,0x0cac020bf6860d1276a1cf9cefdc9912b477c74a,0x002b58313162df10884c403d9d4815a742063791fdd87cd6151d18195c40d0d0,0.01,60.0,6000.0,
904,0x641cca2401bd6a2cf2647ba91757c8feb608cf74,0x416cb487ebfac14405e2ef2a36cd9a88eb38a88a7544010add8925dc34992a13,2.50,15000.0,6000.0,
905,0x94d572c0b767fd959254c9f20ef9e500223840a7,0x7dff96ac09fef4a0e429ca5c56d972047181900d836c72f8bae7d239047cbba5,2.00,12000.0,6000.0,
906,0x91299d3c3d7fe7865b93391f3a5e2d62d43a3400,0x61e33dfdce7663487413f8cb0aac68c3de4e095a231ffc991d57547ca0b54320,0.25,1470.0,6000.0,
907,0x285532091713680153784bb94766eefec80a2a73,0xa31672aeb1714fbaaade81e52471252368d4b91d5b95398cad8d7e75c5585e6c,6.00,36000.0,6000.0,
908,0x298096864585825b356a078c51f7cdedeb4ba3c5,0x7dd139051e44f3c9eadc6281916908a2d3a43ffeaa65e82da22f7eca50d023a9,5.00,30000.0,6000.0,
909,0x6509068da8b48d97edf4fa0b6efda8e25dac54ae,0xb9d808fcf680f9fbaad4a0cde66d9b22c0c671ec02880a5dc900c883b44afe3a,2.00,12000.0,6000.0,
910,0xbf0cd78bab3c780830dadc25263797471eb51f25,0x22dac5f0a05c232bd4904eb53efad17e8fbaceca15cc9882b3e670b1a23ca139,0.98,5880.0,6000.0,
911,0x11484c3c880851f81fd3a75ae5b3fcec9749c88b,0x497756d34238b53f96896eadb883350edcd1316dffdaa2c3a2ebca8d031bd59b,3.00,18000.0,6000.0,
912,0x04c2f88ca73c94fca3e625f144f28d36a5ac1943,0x67c6d745bf85c8517763646abf259ca68aacfe858c20b954ff320250ae8cff25,0.08,480.0,6000.0,
913,0xab3ed218ab01082c0025f3fc8767a0b78aa17348,0x46c233cc0c47267300778260acd96d523951287d40e1b4a67e896144987784e4,0.50,3000.0,6000.0,
914,0x17bc6e309c9d834379cf21b75a1cb68a3fdc815c,0xfc83e4eb026575446205bceef1d7a873fe3251da754fab96218d43c4f6b96f7d,5.00,30000.0,6000.0,
915,0x5f7191d33d41d07c2b097f6b618fb3438148648f,0x038b6d2a93992f2b7c9e3b8d78015d961650b826ffebd89fab80d33fe940165f,4.40,26400.0,6000.0,
916,0xfc0c7edf22330abd161ffe757d9c43b7f31d77c4,0x739341fd954010283b0c837f6bf85fd8f1712f26f2dcc14eb2089cf39131b0e3,0.70,4200.0,6000.0,
917,0x83e9bd2e95b4df20737d23ecd1dd5eac6f6f264a,0xd569527a7a16160ac0e339705b5867b9c2780140fa61d7a71430d1ff884cf067,1.00,6000.0,6000.0,
918,0x05f009d7b8573ab508062735fb462c26663d5d82,0xf4597fc44d2346be79ea2153706d7517c62ca3581626d477bbdceb285517fa09,15.03,90180.0,6000.0,
919,0x911498a6c4671384b0e8b28821967aa6411213f5,0x168d41db6c1d102f385f086f8a0e555d4885c2a46a4e7fba6e1248b515d36d0b,1.00,6000.0,6000.0,
920,0x50825d5193842202affc9f20e6539b5762b995f8,0x169b0c1f548567d4460507890a3dc36563522a52b6ebf48d6d1daf45777cb450,11.90,71400.0,6000.0,
921,0xb3a889e0ad9b8161a53f29f4b59384834dd69893,0x1c2bd11ab40a89bbbf43f03446d27f6b5f64dd34d7296a564c616ae0071191a8,3.00,18000.0,6000.0,
922,0x91889e80cbbbd412efd937bf31c5c3b6b7b045fa,0x20065481e2508d355fb2b9dbf8486d4b2a24e0196252534d584a294c6f6e2d6e,5.00,30000.0,6000.0,
923,0x7878dfe1eb02de4e1f4277c3f555cad3adad7cb0,0x233c8e686919a946c39fb598c6c7ec3c1f5b1d6e280198611a21ee8f6a97245b,0.08,480.0,6000.0,
924,0xc7d11900040529f38cc736ed0b64c9d29ec0ab27,0x27bc7da451d930c5044772a636e1f6c3e5259707bc8080c2133c9068d888d737,0.04,228.0,6000.0,
925,0x00b11284f59c048fa775ddb07f1ae7b7579af202,0x3a049cfae599b57d0e63c72956c998d90bb8af858cb5998c5659998d5b73a8b5,2.33,13980.0,6000.0,
926,0xeb9579e553a465d74a59a9e6059b552ee86df200,0x3ad4948ea5e57c7f706bda4a643aa8c1c1b2375b57b9ef1ac56de72a0bed9d77,1.99,11928.0,6000.0,
927,0x3366e2505dfefb64d822f43e975a7c4ca3bf8b03,0x41db2778e536fb1090b130bc719e65f39cbca86dc2b89e9cad04035ffe37d0da,4.40,26400.0,6000.0,
928,0x438d50f455aa01c05aafd317d8c58f8577608ff0,0x4abd689be7cf491634d0d2b79d62099fe7682e9c1a47abe866e4cdb8f6fa15da,1.50,9000.0,6000.0,
929,0xc72c2aae3fb9b076ed4cce2147d033a1ad880138,0x4c27ee10dc92a4f8e02775d84fb1f470d65a6f454a5e68d7cf462f63bbfdef0b,2.20,13200.0,6000.0,
930,0xd4536721d929d66d645d6e6550aa06d8a82a95c6,0x4c6e7eef918e28128866eec3e2d2bae2bb10a3cd129756a065b1623b3ac8afa5,1.32,7920.0,6000.0,
931,0x5c72da9cad883d790eb1e4165cf2441b3be165e2,0x4f0477645b06d84d1cd470dc3b398f32729f59c9372dad34d40fe004882dd2e7,2.00,12000.0,6000.0,
932,0x2a30afbf7c0752596091ab6ba83fc8898d235493,0x544759c4df577d9b74722926373d44eceb6e798951da0b26bc19856dacf0b5bc,0.10,600.0,6000.0,
933,0x32f7b6576f5b54e40e0d34ac416f2152164514b1,0x56ba752e94e599a4b098538920dfacffd17046acf74daab28d095c0558587cd3,0.98,5880.0,6000.0,
934,0x47024aa3900e331d9948cd71c5559722297e0a18,0x6215fc8f3d214039727d6e93d94fabb0529f95b06a20d57276c29c171cc9d11c,1.01,6071.4,6000.0,
935,0x10afdff41589b2eb9f3d58a36f564da768ef6f53,0x6347646e06b5c0f08b7f4b56c5aa02c298b48bc551448d09aa30533881528b83,4.00,24000.0,6000.0,
936,0x8347d16f5d687376313f3ec0bbc020c4c0cd0dca,0x64f4f931caeb28393ea42a1b7a127d66c66625bedb84e2513884ee9177e55524,4.40,26400.0,6000.0,
937,0x30e90431531ddbd0096b78d8cb998b7505ac9d16,0x6727618d4d33601897d1ed16dc59832435b3fa26052a7fcc022c908b54cc8eea,6.99,41940.0,6000.0,
938,0xec94f2d4383ec0a15f8abdbc523cffc65dd25117,0x9285fa3efe706b0ce11071a889cdad6b9b41d5777715f39254b21916f06df3b8,9.58,57480.0,6000.0,
939,0x8aa398f5b229a6cc2069d07f175194b50a29ea68,0x93a36013ad7e7e49822d7191f580ef339f3f1db9807d4d5f2ba9a1fae3536388,3.00,18000.0,6000.0,
940,0xbb36d3465d8afae08b08cb59ef389cc9387eff38,0x96af057e2b075a76606159b329be727dc43150baef5afa68235209eb5f9ad364,0.50,3000.0,6000.0,
941,0x35bc54095ea3df0021fa3aee6ec5571eb6706d62,0xb00acf538a9d7a48a2f0b6d4c2af12762cc163bb9a3bcd52d610e0e186a6c04e,3.79,22740.0,6000.0,
942,0x0200e16bf7d546a113c2d98c78edfaacdcc93ece,0xb1f68c42850b06adeccaaccc3c6c8c167463820b74919c5fc02aa368e20903d4,2.27,13592.5,6000.0,
943,0xd22714c6c9920a38f5846c1f790774fceb4b04cb,0xb2b3da2d9bf4595a4f546f935866e6b22128b2982fd8f010e26d176952a400b5,0.50,3000.0,6000.0,
944,0x5918b6c3c88ce25337c91b28eebaf405441828c1,0xb7b61b6632cd05997cb9d5076595ce6b58107efcfa656d0e70b07f711d7a5f61,0.30,1800.0,6000.0,
945,0x8896b27df8699dba8646961a2c800cd15301cb21,0xb9ee542ab9959c67a749c409f3e1d665eabe724368ee5885359412df6435d21e,2.00,12000.0,6000.0,
946,0xaa0d6f110856a0cf00547b7e2f8eba54ceb7ab8e,0xbb7ccdcee198980a45bdef2db758dae7b52b4cc4ad157cb0474027dca5ba3054,2.50,15000.0,6000.0,
947,0x78aed484c9a7919e2a2452414575a943e8f49131,0xc316c0c0edb8c691f139d70c589a478e298d5068bb02e5c16db96c3de6731eb4,5.30,31800.0,6000.0,
948,0x9d68e055056c34bcf9e934dda4407623fae302e7,0xe208959b7ed79c98b6cdc5bd5242086435097d719fc4c32738c9a1c19b9d0c99,9.00,54000.0,6000.0,
949,0x9606a1424b4e16e52c6411d5cd526845b77312d8,0xf4e114f0161df7f46f50104c4dd8bf78c0225e925a74f61cea055a91fabe3562,1.00,6000.0,6000.0,
950,0xa0be299799eb90ac3cd48b9d56da249aae3696ba,0x1593512cd8e757a58652cd31fad92e93d7566c95f93855c611ae5534b8e988b9,1.45,8700.0,6000.0,
951,0xdc0e85e4b65cd8a1ebc0f813e967764973bece1f,0x444cfc6b73a5168506045e9db2214dafeb0ec739e1f19942412fd4878f22e939,1.00,6000.0,6000.0,
952,0x4fb34e3bdf2728dd4834c28c2a3f233b43809c90,0x5b7b3fbe63fc78d2a6c2502848ec4afd63bdda33cb9cffab42acde9763c587a1,15.00,90000.0,6000.0,
953,0xccd0b5e8655dcd0b65793208c76e0e5f6cbf9e70,0x816ef7d6debbd089cfa8b74871d852b87e447c86d157140f44d0fddfd20497ea,0.05,300.0,6000.0,
954,0x45b6201712a71c7ac6b95ab768d686ee93c6b96d,0x88e5b8de67b27d7bc035d9d1d320f7aa23a93d1fb796fe98477ba4623deb8811,0.29,1740.0,6000.0,
955,0x6459ac9ae56673de823d5f243dad35a69400dba0,0x93a970319058a3836778986bc8b46918d2ec3921ec91280e43f4a7e11fa74179,0.30,1772.4,6000.0,
956,0xf54bcde6bb5ae4b0277a65c5ff9ddf5f66fe06fb,0xa5e5f77e08483d4d23134559b07027b761925a86873c3ec3c6caa1f455d0b6cc,7.00,42000.0,6000.0,
957,0xe918ff983cf927673870ae1e3e3556b1a447a394,0xe21242047819597a715eb86f9c7b86fd434dae4321920cb1d5ef69654f1689e4,2.62,15720.0,6000.0,
958,0x5e2f28ad01d4e59443ac67cbeba089c4d10d9ecd,0x3a6a7e5623241b13d2bbdfad42b2bc73e69a958c1e0ed45f5ac3c57e6096873b,0.10,600.0,6000.0,
959,0xf56b0e3358de5d754da40948a7685abea75a68a2,0x42c9d39804fb5bbe0df2d77eb35f85c84ae0f6661167dd3e5ea397e945dc60af,0.69,4140.0,6000.0,
960,0x0f52bb854f6c13973c5965a2dcd363e673ead6bf,0x690c43b916d86a2d22ffb77b5523d5ba73fb9f5eff8406fbe38657c264831b55,1.00,6000.0,6000.0,
961,0x3f61156cb2d12f88b4b32d799d3ba47d3f2a2f90,0x7e4d581cb6ea33d2f8ed793ccc13182222d7e956292b13382295be8875b7db97,1.20,7200.0,6000.0,
962,0xc2a91df2d6c5b485be1a9790fcce45cf264be0b1,0xfd61b1b3c04f8535f42f757d4cc6e989fc743895bf2740f10151d54c28dc23b8,1.00,6000.0,6000.0,
963,0x1b4ac6a57d160b5257b02cc78dfe3a36535d4ca2,0x9b05d978f4f373ebd2797c4101b2986054ba581197197ae96be27ca1c4e8f7bd,0.85,5072.4,6000.0,
964,0x2a30afbf7c0752596091ab6ba83fc8898d235493,0xcdec7d0cef5eae8b9f586c530afa7316d338b63fe4eac3f9e7ee7fd8b7defe3d,0.10,600.0,6000.0,
965,0x589405c533cec0c96441014658b291874ec70319,0xe7eca4869cb516d10658532db0f94eb84562219ae37028166d4bb1dd2cb89248,0.30,1800.0,6000.0,
966,0x926d6e42aaef58dda113768d705f439696edf633,0x62b0368ea378f342b75707a786c8910e070b3f2a92c0c826bb2aa9e066c6c2e1,10.98,65880.0,6000.0,
967,0x67c33421350e321f95983a1eea2c356f201a1787,0x91f1c24829a11d309906214dae070ea36cef761a8037bdb635bcbf898a495a64,1.42,8520.0,6000.0,
968,0xd42125dfb6e1b65fb6d1eeeedf4718334ce54286,0x947ffd9af986a311d4c0b638b281e2b68a2255fa96af8db88b1e08ca28ff1401,3.66,21960.0,6000.0,
969,0x314455a8c45bba8ddc336226567c082f325c7263,0x94ccc9e2cc906147655271fdfec437aaba74d6b64d3eae41fc664faebbb0185d,1.28,7680.0,6000.0,
970,0xf266a1d2e4099621d1f0dceb858e919ec1e6c01d,0xa13d2782ba6d443761ac8d11b97170114dc8aaaa58868d739a1427df3817f930,0.03,150.0,6000.0,
971,0x9f66c4702365d2e2387fee5f429782abef54e8e5,0xacf74ca9935c58cfd7ee690f41919d9a30ebbb0fa06f3eefdf5227468051b567,1.70,10200.0,6000.0,
972,0x7e8b2edc11472c431e93b526d2c3520efd3bf26b,0xf102d31df8b8f948ccb386d5184867a2df818de4d6a9be57d57fea5faf09f45a,0.10,600.0,6000.0,
973,0xa278bc4ee412e730f7517389f1d05fcd4c2bb38e,0xf996e4ca427a0174e5d9c50e433048249b21999c4c2644fbcf2751f3e7f6d14f,94.90,569400.0,6000.0,
974,0xd194c78ad72bd0381f8b64f72401ba2400a7088d,0x01aebbe23c99221ba2c49a4e3bef5648b43beb7b01383ea4ba1c4ea8f67e357a,7.10,42600.0,6000.0,
975,0x7edfffdf2720fd219090089f7e18d4023e58ba04,0x0561b0048eba29d82729cc69eebb63822378ce2af9e03d09552bedd837b55096,1.60,9600.0,6000.0,
976,0x6d696b82737fec859b05fb310e76254719aeba4c,0x08e5aaaa366b9f9da3ee9064af2237474a91854688f8ee9b46d73cfd2326831b,10.00,60000.0,6000.0,
977,0x207e6eebc61503d050cf343750a0ed0901305646,0x1e97449493c603ab7345a31770c57cbf3154befb80122429c99ff9e4307ed8c3,2.25,13500.0,6000.0,
978,0x5118c6dcd2523951e7070ca4ae0a58f5f526ab2d,0x2811cfe845bdc64ae4b2487131a08f9ecb4dca26ab26af06044c3676dbd8f5c8,50.00,300000.0,6000.0,
979,0x0721b44139696d8ffc925f3c74376822e36a8a04,0x40a41d946414322877a57c73e32c47648e2d0e828e46853fa140734f95e05daa,15.00,90000.0,6000.0,
980,0x7db24e11063d80c5575180311d67ce2432138788,0x4fe874831908b2a7a263b37c1a8280d2f60b5b479d95aaa62b543551ca809cab,20.00,120000.0,6000.0,
981,0x6492b03e98df84637f88a2f024bb6a46670a4010,0x5969dc4dd1127de25645f98f48af14932fafc47c5688495d1e16a541272b51cc,0.99,5940.0,6000.0,
982,0x89ba0da8841c302da8cac6ff79aa119e689c8cde,0x5a8623784c2b1588c9402a79a0e3d577fc217a14758fb53b3cfa76a9f4b643aa,2.00,12000.0,6000.0,
983,0xa6354744f495f2d91ebda986ad7169d8af49125a,0x602401ccad768f01738a17e0729c4aadac6e4dca2a4c1bf4d8175d5fd1aed535,1.00,6000.0,6000.0,
984,0xcf61f29fffb8e5b125a606583968c3fe76d5d9dc,0x7aec702f67cfe73b85ad3415d7d2bc0d599c87d493bf34623d2f449b0276459c,0.10,600.0,6000.0,
985,0x8bb48edca94288fb386a7eeda6d506bae089cd64,0x83a1f953060bfd809a39da65131cf4940b096ee9dc29fd8f9b799daec60ad904,33.60,201600.0,6000.0,
986,0x4654eb5cf5237a8f86ce1043839cd8732ce0259b,0x8dda7f41823271d769c2249c1ecb5fa0d895fc00b43c1404aa9afb5a9d0aa9ec,2.00,12000.0,6000.0,
987,0xe9643aa6bb07abf7789eb4720d86ab397b4a2237,0xc99a382426c721521c38e54e4c6d2ca3022065314693dbcf72dbc9597444628e,5.50,33000.0,6000.0,
